idproducto;idcentro;nombre;codigo;descripcion
3780;4;BUJIAS;85FDTG2345;Repuesto 
3781;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3782;4;RETROVISOR;GDS0278DW;Repuesto 
3783;4;AMORTIGUADORES;SDFCV44574;Repuesto 
3784;4;BATERIAS DIENER;89JHTF654;Repuesto 
3785;4;TURBINA;ASWD5478;Repuesto 
3786;4;COMPRESOR;5367DRTS58;Repuesto 
3787;4;RADIADOR;ASDR456455;Repuesto 
3788;4;ESCAPE;TYGD5679LL;Repuesto 
3789;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
3790;4;HALOGENOS;ARTY0986450;Repuesto 
3791;4;FILTRO DE AIRE;ADT157863;Repuesto 
3792;4;TIJERETA;4587RADADD;Repuesto 
3793;4;BUJIAS;85FDTG2345;Repuesto 
3794;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3795;4;RETROVISOR;GDS0278DW;Repuesto 
3796;4;AMORTIGUADORES;SDFCV44574;Repuesto 
3797;4;BATERIAS DIENER;89JHTF654;Repuesto 
3798;4;TURBINA;ASWD5478;Repuesto 
3799;4;COMPRESOR;5367DRTS58;Repuesto 
3800;4;RADIADOR;ASDR456455;Repuesto 
3801;4;ESCAPE;TYGD5679LL;Repuesto 
3802;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
3803;4;HALOGENOS;ARTY0986450;Repuesto 
3804;4;FILTRO DE AIRE;ADT157863;Repuesto 
3805;4;TIJERETA;4587RADADD;Repuesto 
3806;4;BUJIAS;85FDTG2345;Repuesto 
3807;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3808;4;RETROVISOR;GDS0278DW;Repuesto 
3809;4;AMORTIGUADORES;SDFCV44574;Repuesto 
3810;4;BATERIAS DIENER;89JHTF654;Repuesto 
3811;4;TURBINA;ASWD5478;Repuesto 
3812;4;COMPRESOR;5367DRTS58;Repuesto 
3813;4;RADIADOR;ASDR456455;Repuesto 
3814;4;ESCAPE;TYGD5679LL;Repuesto 
3815;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
3816;4;HALOGENOS;ARTY0986450;Repuesto 
3817;5;FILTRO DE AIRE;ADT157863;Repuesto 
3818;5;TIJERETA;4587RADADD;Repuesto 
3819;5;BUJIAS;85FDTG2345;Repuesto 
3820;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3821;5;RETROVISOR;GDS0278DW;Repuesto 
3822;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3823;5;BATERIAS DIENER;89JHTF654;Repuesto 
3824;5;TURBINA;ASWD5478;Repuesto 
3825;5;COMPRESOR;5367DRTS58;Repuesto 
3826;5;RADIADOR;ASDR456455;Repuesto 
3827;5;ESCAPE;TYGD5679LL;Repuesto 
3828;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3829;5;HALOGENOS;ARTY0986450;Repuesto 
3830;5;FILTRO DE AIRE;ADT157863;Repuesto 
3831;5;TIJERETA;4587RADADD;Repuesto 
3832;5;BUJIAS;85FDTG2345;Repuesto 
3833;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3834;5;RETROVISOR;GDS0278DW;Repuesto 
3835;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3836;5;BATERIAS DIENER;89JHTF654;Repuesto 
3837;5;TURBINA;ASWD5478;Repuesto 
3838;5;COMPRESOR;5367DRTS58;Repuesto 
3839;5;RADIADOR;ASDR456455;Repuesto 
3840;5;ESCAPE;TYGD5679LL;Repuesto 
3841;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3842;5;HALOGENOS;ARTY0986450;Repuesto 
3843;5;FILTRO DE AIRE;ADT157863;Repuesto 
3844;5;TIJERETA;4587RADADD;Repuesto 
3845;5;BUJIAS;85FDTG2345;Repuesto 
3846;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3847;5;RETROVISOR;GDS0278DW;Repuesto 
3848;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3849;5;BATERIAS DIENER;89JHTF654;Repuesto 
3850;5;TURBINA;ASWD5478;Repuesto 
3851;5;COMPRESOR;5367DRTS58;Repuesto 
3852;5;RADIADOR;ASDR456455;Repuesto 
3853;5;ESCAPE;TYGD5679LL;Repuesto 
3854;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3855;5;HALOGENOS;ARTY0986450;Repuesto 
3856;5;FILTRO DE AIRE;ADT157863;Repuesto 
3857;5;TIJERETA;4587RADADD;Repuesto 
3858;5;BUJIAS;85FDTG2345;Repuesto 
3859;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3860;5;RETROVISOR;GDS0278DW;Repuesto 
3861;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3862;5;BATERIAS DIENER;89JHTF654;Repuesto 
3863;5;TURBINA;ASWD5478;Repuesto 
3864;5;COMPRESOR;5367DRTS58;Repuesto 
3865;5;RADIADOR;ASDR456455;Repuesto 
3866;5;ESCAPE;TYGD5679LL;Repuesto 
3867;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3868;5;HALOGENOS;ARTY0986450;Repuesto 
3869;5;FILTRO DE AIRE;ADT157863;Repuesto 
3870;5;TIJERETA;4587RADADD;Repuesto 
3871;5;BUJIAS;85FDTG2345;Repuesto 
3872;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3873;5;RETROVISOR;GDS0278DW;Repuesto 
3874;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3875;5;BATERIAS DIENER;89JHTF654;Repuesto 
3876;5;TURBINA;ASWD5478;Repuesto 
3877;5;COMPRESOR;5367DRTS58;Repuesto 
3878;5;RADIADOR;ASDR456455;Repuesto 
3879;5;ESCAPE;TYGD5679LL;Repuesto 
3880;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3881;5;HALOGENOS;ARTY0986450;Repuesto 
3882;5;FILTRO DE AIRE;ADT157863;Repuesto 
3883;5;TIJERETA;4587RADADD;Repuesto 
3884;5;BUJIAS;85FDTG2345;Repuesto 
3885;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3886;5;RETROVISOR;GDS0278DW;Repuesto 
3887;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3888;5;BATERIAS DIENER;89JHTF654;Repuesto 
3889;5;TURBINA;ASWD5478;Repuesto 
3890;5;COMPRESOR;5367DRTS58;Repuesto 
3891;5;RADIADOR;ASDR456455;Repuesto 
3892;5;ESCAPE;TYGD5679LL;Repuesto 
3893;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3894;5;HALOGENOS;ARTY0986450;Repuesto 
3895;5;FILTRO DE AIRE;ADT157863;Repuesto 
3896;5;TIJERETA;4587RADADD;Repuesto 
3897;5;BUJIAS;85FDTG2345;Repuesto 
3898;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3899;5;RETROVISOR;GDS0278DW;Repuesto 
3900;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3901;5;BATERIAS DIENER;89JHTF654;Repuesto 
3902;5;TURBINA;ASWD5478;Repuesto 
3903;5;COMPRESOR;5367DRTS58;Repuesto 
3904;5;RADIADOR;ASDR456455;Repuesto 
3905;5;ESCAPE;TYGD5679LL;Repuesto 
3906;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3907;5;HALOGENOS;ARTY0986450;Repuesto 
3908;5;FILTRO DE AIRE;ADT157863;Repuesto 
3909;5;TIJERETA;4587RADADD;Repuesto 
3910;5;BUJIAS;85FDTG2345;Repuesto 
3911;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3912;5;RETROVISOR;GDS0278DW;Repuesto 
3913;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3914;5;BATERIAS DIENER;89JHTF654;Repuesto 
3915;5;TURBINA;ASWD5478;Repuesto 
3916;5;COMPRESOR;5367DRTS58;Repuesto 
3917;5;RADIADOR;ASDR456455;Repuesto 
3918;5;ESCAPE;TYGD5679LL;Repuesto 
3919;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3920;5;HALOGENOS;ARTY0986450;Repuesto 
3921;5;FILTRO DE AIRE;ADT157863;Repuesto 
3922;5;TIJERETA;4587RADADD;Repuesto 
3923;5;BUJIAS;85FDTG2345;Repuesto 
3924;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3925;5;RETROVISOR;GDS0278DW;Repuesto 
3926;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3927;5;BATERIAS DIENER;89JHTF654;Repuesto 
3928;5;TURBINA;ASWD5478;Repuesto 
3929;5;COMPRESOR;5367DRTS58;Repuesto 
3930;5;RADIADOR;ASDR456455;Repuesto 
3931;5;ESCAPE;TYGD5679LL;Repuesto 
3932;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3933;5;HALOGENOS;ARTY0986450;Repuesto 
3934;5;FILTRO DE AIRE;ADT157863;Repuesto 
3935;5;TIJERETA;4587RADADD;Repuesto 
3936;5;BUJIAS;85FDTG2345;Repuesto 
3937;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3938;5;RETROVISOR;GDS0278DW;Repuesto 
3939;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3940;5;BATERIAS DIENER;89JHTF654;Repuesto 
3941;5;TURBINA;ASWD5478;Repuesto 
3942;5;COMPRESOR;5367DRTS58;Repuesto 
3943;5;RADIADOR;ASDR456455;Repuesto 
3944;5;ESCAPE;TYGD5679LL;Repuesto 
3945;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3946;5;HALOGENOS;ARTY0986450;Repuesto 
3947;5;FILTRO DE AIRE;ADT157863;Repuesto 
3948;5;TIJERETA;4587RADADD;Repuesto 
3949;5;BUJIAS;85FDTG2345;Repuesto 
3950;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3951;5;RETROVISOR;GDS0278DW;Repuesto 
3952;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3953;5;BATERIAS DIENER;89JHTF654;Repuesto 
3954;5;TURBINA;ASWD5478;Repuesto 
3955;5;COMPRESOR;5367DRTS58;Repuesto 
3956;5;RADIADOR;ASDR456455;Repuesto 
3957;5;ESCAPE;TYGD5679LL;Repuesto 
3958;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3959;5;HALOGENOS;ARTY0986450;Repuesto 
3960;5;FILTRO DE AIRE;ADT157863;Repuesto 
3961;5;TIJERETA;4587RADADD;Repuesto 
3962;5;BUJIAS;85FDTG2345;Repuesto 
3963;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3964;5;RETROVISOR;GDS0278DW;Repuesto 
3965;5;AMORTIGUADORES;SDFCV44574;Repuesto 
3966;5;BATERIAS DIENER;89JHTF654;Repuesto 
3967;5;TURBINA;ASWD5478;Repuesto 
3968;5;COMPRESOR;5367DRTS58;Repuesto 
3969;5;RADIADOR;ASDR456455;Repuesto 
3970;5;ESCAPE;TYGD5679LL;Repuesto 
3971;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
3972;5;HALOGENOS;ARTY0986450;Repuesto 
3973;6;FILTRO DE AIRE;ADT157863;Repuesto 
3974;6;TIJERETA;4587RADADD;Repuesto 
3975;6;BUJIAS;85FDTG2345;Repuesto 
3976;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3977;6;RETROVISOR;GDS0278DW;Repuesto 
3978;6;AMORTIGUADORES;SDFCV44574;Repuesto 
3979;6;BATERIAS DIENER;89JHTF654;Repuesto 
3980;6;TURBINA;ASWD5478;Repuesto 
3981;6;COMPRESOR;5367DRTS58;Repuesto 
3982;6;RADIADOR;ASDR456455;Repuesto 
3983;6;ESCAPE;TYGD5679LL;Repuesto 
3984;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
3985;6;HALOGENOS;ARTY0986450;Repuesto 
3986;6;FILTRO DE AIRE;ADT157863;Repuesto 
3987;6;TIJERETA;4587RADADD;Repuesto 
3988;6;BUJIAS;85FDTG2345;Repuesto 
3989;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
3990;6;RETROVISOR;GDS0278DW;Repuesto 
3991;6;AMORTIGUADORES;SDFCV44574;Repuesto 
3992;6;BATERIAS DIENER;89JHTF654;Repuesto 
3993;6;TURBINA;ASWD5478;Repuesto 
3994;6;COMPRESOR;5367DRTS58;Repuesto 
3995;6;RADIADOR;ASDR456455;Repuesto 
3996;6;ESCAPE;TYGD5679LL;Repuesto 
3997;1;FILTRO DE AIRE;ADT157863;Repuesto 
3998;1;TIJERETA;4587RADADD;Repuesto 
3999;1;BUJIAS;85FDTG2345;Repuesto 
4000;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4001;1;RETROVISOR;GDS0278DW;Repuesto 
4002;1;AMORTIGUADORES;SDFCV44574;Repuesto 
4003;1;BATERIAS DIENER;89JHTF654;Repuesto 
4004;1;TURBINA;ASWD5478;Repuesto 
4005;1;COMPRESOR;5367DRTS58;Repuesto 
4006;1;RADIADOR;ASDR456455;Repuesto 
4007;1;ESCAPE;TYGD5679LL;Repuesto 
4008;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
4009;1;HALOGENOS;ARTY0986450;Repuesto 
4010;1;FILTRO DE AIRE;ADT157863;Repuesto 
4011;1;TIJERETA;4587RADADD;Repuesto 
4012;1;BUJIAS;85FDTG2345;Repuesto 
4013;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4014;1;RETROVISOR;GDS0278DW;Repuesto 
4015;1;AMORTIGUADORES;SDFCV44574;Repuesto 
4016;1;BATERIAS DIENER;89JHTF654;Repuesto 
4017;1;TURBINA;ASWD5478;Repuesto 
4018;1;COMPRESOR;5367DRTS58;Repuesto 
4019;1;RADIADOR;ASDR456455;Repuesto 
4020;1;ESCAPE;TYGD5679LL;Repuesto 
4021;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
4022;1;HALOGENOS;ARTY0986450;Repuesto 
4023;2;FILTRO DE AIRE;ADT157863;Repuesto 
4024;2;TIJERETA;4587RADADD;Repuesto 
4025;2;BUJIAS;85FDTG2345;Repuesto 
4026;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4027;2;RETROVISOR;GDS0278DW;Repuesto 
4028;2;AMORTIGUADORES;SDFCV44574;Repuesto 
4029;2;BATERIAS DIENER;89JHTF654;Repuesto 
4030;2;TURBINA;ASWD5478;Repuesto 
4031;2;COMPRESOR;5367DRTS58;Repuesto 
4032;2;RADIADOR;ASDR456455;Repuesto 
4033;2;ESCAPE;TYGD5679LL;Repuesto 
4034;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
4035;2;HALOGENOS;ARTY0986450;Repuesto 
4036;2;FILTRO DE AIRE;ADT157863;Repuesto 
4037;2;TIJERETA;4587RADADD;Repuesto 
4038;2;BUJIAS;85FDTG2345;Repuesto 
4039;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4040;2;RETROVISOR;GDS0278DW;Repuesto 
4041;2;AMORTIGUADORES;SDFCV44574;Repuesto 
4042;2;BATERIAS DIENER;89JHTF654;Repuesto 
4043;2;TURBINA;ASWD5478;Repuesto 
4044;2;COMPRESOR;5367DRTS58;Repuesto 
4045;2;RADIADOR;ASDR456455;Repuesto 
4046;2;ESCAPE;TYGD5679LL;Repuesto 
4047;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
4048;2;HALOGENOS;ARTY0986450;Repuesto 
4049;2;FILTRO DE AIRE;ADT157863;Repuesto 
4050;2;TIJERETA;4587RADADD;Repuesto 
4051;2;BUJIAS;85FDTG2345;Repuesto 
4052;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4053;2;RETROVISOR;GDS0278DW;Repuesto 
4054;2;AMORTIGUADORES;SDFCV44574;Repuesto 
4055;2;BATERIAS DIENER;89JHTF654;Repuesto 
4056;2;TURBINA;ASWD5478;Repuesto 
4057;2;COMPRESOR;5367DRTS58;Repuesto 
4058;2;RADIADOR;ASDR456455;Repuesto 
4059;2;ESCAPE;TYGD5679LL;Repuesto 
4060;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
4061;2;HALOGENOS;ARTY0986450;Repuesto 
4062;3;FILTRO DE AIRE;ADT157863;Repuesto 
4063;3;TIJERETA;4587RADADD;Repuesto 
4064;3;BUJIAS;85FDTG2345;Repuesto 
4065;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4066;3;RETROVISOR;GDS0278DW;Repuesto 
4067;3;AMORTIGUADORES;SDFCV44574;Repuesto 
4068;3;BATERIAS DIENER;89JHTF654;Repuesto 
4069;3;TURBINA;ASWD5478;Repuesto 
4070;3;COMPRESOR;5367DRTS58;Repuesto 
4071;3;RADIADOR;ASDR456455;Repuesto 
4072;3;ESCAPE;TYGD5679LL;Repuesto 
4073;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
4074;3;HALOGENOS;ARTY0986450;Repuesto 
4075;3;FILTRO DE AIRE;ADT157863;Repuesto 
4076;3;TIJERETA;4587RADADD;Repuesto 
4077;3;BUJIAS;85FDTG2345;Repuesto 
4078;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4079;3;RETROVISOR;GDS0278DW;Repuesto 
4080;3;AMORTIGUADORES;SDFCV44574;Repuesto 
4081;3;BATERIAS DIENER;89JHTF654;Repuesto 
4082;3;TURBINA;ASWD5478;Repuesto 
4083;3;COMPRESOR;5367DRTS58;Repuesto 
4084;3;RADIADOR;ASDR456455;Repuesto 
4085;3;ESCAPE;TYGD5679LL;Repuesto 
4086;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
4087;3;HALOGENOS;ARTY0986450;Repuesto 
4088;3;FILTRO DE AIRE;ADT157863;Repuesto 
4089;3;TIJERETA;4587RADADD;Repuesto 
4090;3;BUJIAS;85FDTG2345;Repuesto 
4091;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4092;3;RETROVISOR;GDS0278DW;Repuesto 
4093;3;AMORTIGUADORES;SDFCV44574;Repuesto 
4094;3;BATERIAS DIENER;89JHTF654;Repuesto 
4095;3;TURBINA;ASWD5478;Repuesto 
4096;3;COMPRESOR;5367DRTS58;Repuesto 
4097;3;RADIADOR;ASDR456455;Repuesto 
4098;3;ESCAPE;TYGD5679LL;Repuesto 
4099;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
4100;3;HALOGENOS;ARTY0986450;Repuesto 
4101;4;FILTRO DE AIRE;ADT157863;Repuesto 
4102;4;TIJERETA;4587RADADD;Repuesto 
4103;4;BUJIAS;85FDTG2345;Repuesto 
4104;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4105;4;RETROVISOR;GDS0278DW;Repuesto 
4106;4;AMORTIGUADORES;SDFCV44574;Repuesto 
4107;4;BATERIAS DIENER;89JHTF654;Repuesto 
4108;4;TURBINA;ASWD5478;Repuesto 
4109;4;COMPRESOR;5367DRTS58;Repuesto 
4110;4;RADIADOR;ASDR456455;Repuesto 
4111;4;ESCAPE;TYGD5679LL;Repuesto 
4112;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
4113;4;HALOGENOS;ARTY0986450;Repuesto 
4114;4;FILTRO DE AIRE;ADT157863;Repuesto 
4115;4;TIJERETA;4587RADADD;Repuesto 
4116;4;BUJIAS;85FDTG2345;Repuesto 
4117;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4118;4;RETROVISOR;GDS0278DW;Repuesto 
4119;4;AMORTIGUADORES;SDFCV44574;Repuesto 
4120;4;BATERIAS DIENER;89JHTF654;Repuesto 
4121;4;TURBINA;ASWD5478;Repuesto 
4122;4;COMPRESOR;5367DRTS58;Repuesto 
4123;4;RADIADOR;ASDR456455;Repuesto 
4124;4;ESCAPE;TYGD5679LL;Repuesto 
4125;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
4126;4;HALOGENOS;ARTY0986450;Repuesto 
4127;4;FILTRO DE AIRE;ADT157863;Repuesto 
4128;4;TIJERETA;4587RADADD;Repuesto 
4129;4;BUJIAS;85FDTG2345;Repuesto 
4130;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4131;4;RETROVISOR;GDS0278DW;Repuesto 
4132;4;AMORTIGUADORES;SDFCV44574;Repuesto 
4133;4;BATERIAS DIENER;89JHTF654;Repuesto 
4134;4;TURBINA;ASWD5478;Repuesto 
4135;4;COMPRESOR;5367DRTS58;Repuesto 
4136;4;RADIADOR;ASDR456455;Repuesto 
4137;4;ESCAPE;TYGD5679LL;Repuesto 
4138;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
4139;4;HALOGENOS;ARTY0986450;Repuesto 
4140;5;FILTRO DE AIRE;ADT157863;Repuesto 
4141;5;TIJERETA;4587RADADD;Repuesto 
4142;5;BUJIAS;85FDTG2345;Repuesto 
4143;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4144;5;RETROVISOR;GDS0278DW;Repuesto 
4145;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4146;5;BATERIAS DIENER;89JHTF654;Repuesto 
4147;5;TURBINA;ASWD5478;Repuesto 
4148;5;COMPRESOR;5367DRTS58;Repuesto 
4149;5;RADIADOR;ASDR456455;Repuesto 
4150;5;ESCAPE;TYGD5679LL;Repuesto 
4151;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4152;5;HALOGENOS;ARTY0986450;Repuesto 
4153;5;FILTRO DE AIRE;ADT157863;Repuesto 
4154;5;TIJERETA;4587RADADD;Repuesto 
4155;5;BUJIAS;85FDTG2345;Repuesto 
4156;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4157;5;RETROVISOR;GDS0278DW;Repuesto 
4158;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4159;5;BATERIAS DIENER;89JHTF654;Repuesto 
4160;5;TURBINA;ASWD5478;Repuesto 
4161;5;COMPRESOR;5367DRTS58;Repuesto 
4162;5;RADIADOR;ASDR456455;Repuesto 
4163;5;ESCAPE;TYGD5679LL;Repuesto 
4164;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4165;5;HALOGENOS;ARTY0986450;Repuesto 
4166;5;FILTRO DE AIRE;ADT157863;Repuesto 
4167;5;TIJERETA;4587RADADD;Repuesto 
4168;5;BUJIAS;85FDTG2345;Repuesto 
4169;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4170;5;RETROVISOR;GDS0278DW;Repuesto 
4171;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4172;5;BATERIAS DIENER;89JHTF654;Repuesto 
4173;5;TURBINA;ASWD5478;Repuesto 
4174;5;COMPRESOR;5367DRTS58;Repuesto 
4175;5;RADIADOR;ASDR456455;Repuesto 
4176;5;ESCAPE;TYGD5679LL;Repuesto 
4177;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4178;5;HALOGENOS;ARTY0986450;Repuesto 
4179;5;FILTRO DE AIRE;ADT157863;Repuesto 
4180;5;TIJERETA;4587RADADD;Repuesto 
4181;5;BUJIAS;85FDTG2345;Repuesto 
4182;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4183;5;RETROVISOR;GDS0278DW;Repuesto 
4184;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4185;5;BATERIAS DIENER;89JHTF654;Repuesto 
4186;5;TURBINA;ASWD5478;Repuesto 
4187;5;COMPRESOR;5367DRTS58;Repuesto 
4188;5;RADIADOR;ASDR456455;Repuesto 
4189;5;ESCAPE;TYGD5679LL;Repuesto 
4190;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4191;5;HALOGENOS;ARTY0986450;Repuesto 
4192;5;FILTRO DE AIRE;ADT157863;Repuesto 
4193;5;TIJERETA;4587RADADD;Repuesto 
4194;5;BUJIAS;85FDTG2345;Repuesto 
4195;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4196;5;RETROVISOR;GDS0278DW;Repuesto 
4197;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4198;5;BATERIAS DIENER;89JHTF654;Repuesto 
4199;5;TURBINA;ASWD5478;Repuesto 
4200;5;COMPRESOR;5367DRTS58;Repuesto 
4201;5;RADIADOR;ASDR456455;Repuesto 
4202;5;ESCAPE;TYGD5679LL;Repuesto 
4203;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4204;5;HALOGENOS;ARTY0986450;Repuesto 
4205;5;FILTRO DE AIRE;ADT157863;Repuesto 
4206;5;TIJERETA;4587RADADD;Repuesto 
4207;5;BUJIAS;85FDTG2345;Repuesto 
4208;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4209;5;RETROVISOR;GDS0278DW;Repuesto 
4210;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4211;5;BATERIAS DIENER;89JHTF654;Repuesto 
4212;5;TURBINA;ASWD5478;Repuesto 
4213;5;COMPRESOR;5367DRTS58;Repuesto 
4214;5;RADIADOR;ASDR456455;Repuesto 
4215;5;ESCAPE;TYGD5679LL;Repuesto 
4216;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4217;5;HALOGENOS;ARTY0986450;Repuesto 
4218;5;FILTRO DE AIRE;ADT157863;Repuesto 
4219;5;TIJERETA;4587RADADD;Repuesto 
4220;5;BUJIAS;85FDTG2345;Repuesto 
4221;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4222;5;RETROVISOR;GDS0278DW;Repuesto 
4223;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4224;5;BATERIAS DIENER;89JHTF654;Repuesto 
4225;5;TURBINA;ASWD5478;Repuesto 
4226;5;COMPRESOR;5367DRTS58;Repuesto 
4227;5;RADIADOR;ASDR456455;Repuesto 
4228;5;ESCAPE;TYGD5679LL;Repuesto 
4229;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4230;5;HALOGENOS;ARTY0986450;Repuesto 
4231;5;FILTRO DE AIRE;ADT157863;Repuesto 
4232;5;TIJERETA;4587RADADD;Repuesto 
4233;5;BUJIAS;85FDTG2345;Repuesto 
4234;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4235;5;RETROVISOR;GDS0278DW;Repuesto 
4236;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4237;5;BATERIAS DIENER;89JHTF654;Repuesto 
4238;5;TURBINA;ASWD5478;Repuesto 
4239;5;COMPRESOR;5367DRTS58;Repuesto 
4240;5;RADIADOR;ASDR456455;Repuesto 
4241;5;ESCAPE;TYGD5679LL;Repuesto 
4242;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4243;5;HALOGENOS;ARTY0986450;Repuesto 
4244;5;FILTRO DE AIRE;ADT157863;Repuesto 
4245;5;TIJERETA;4587RADADD;Repuesto 
4246;5;BUJIAS;85FDTG2345;Repuesto 
4247;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4248;5;RETROVISOR;GDS0278DW;Repuesto 
4249;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4250;5;BATERIAS DIENER;89JHTF654;Repuesto 
4251;5;TURBINA;ASWD5478;Repuesto 
4252;5;COMPRESOR;5367DRTS58;Repuesto 
4253;5;RADIADOR;ASDR456455;Repuesto 
4254;5;ESCAPE;TYGD5679LL;Repuesto 
4255;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
4256;5;HALOGENOS;ARTY0986450;Repuesto 
4257;5;FILTRO DE AIRE;ADT157863;Repuesto 
4258;5;TIJERETA;4587RADADD;Repuesto 
4259;5;BUJIAS;85FDTG2345;Repuesto 
4260;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
4261;5;RETROVISOR;GDS0278DW;Repuesto 
4262;5;AMORTIGUADORES;SDFCV44574;Repuesto 
4263;5;BATERIAS DIENER;89JHTF654;Repuesto 
4264;5;TURBINA;ASWD5478;Repuesto 
